UniprotAccession	Organism	Kingdom	ProteinLength	TMHelixFirst90
A8XJ98	Caenorhabditis briggsae	Metazoa	432	False
Q9SSA5	Arabidopsis thaliana	Viridiplantae	437	False
Q8N4T4	Homo sapiens	Metazoa	335	False
Q585P3	Trypanosoma brucei brucei	Other	524	False
Q12789	Homo sapiens	Metazoa	2109	False
Q9FZ89	Arabidopsis thaliana	Viridiplantae	123	False
P42771	Homo sapiens	Metazoa	156	False
Q8BQR4	Mus musculus	Metazoa	486	False
Q6IBW4	Homo sapiens	Metazoa	605	False
Q96IY1	Homo sapiens	Metazoa	281	False
P87017	Aspergillus parasiticus	Fungi	278	False
P24846	Triticum aestivum	Viridiplantae	388	False
F4IUY8	Arabidopsis thaliana	Viridiplantae	1006	False
Q8MIR0	Sus scrofa	Metazoa	373	False
Q9H0U9	Homo sapiens	Metazoa	437	False
Q08774	Saccharomyces cerevisiae	Fungi	242	False
Q0D3I7	Oryza sativa subsp. japonica	Viridiplantae	262	False
P04080	Homo sapiens	Metazoa	98	False
Q6AYD3	Rattus norvegicus	Metazoa	394	False
P08153	Saccharomyces cerevisiae	Fungi	709	False
P30803	Canis lupus familiaris	Metazoa	1265	False
Q03770	Saccharomyces cerevisiae	Fungi	852	False
O13744	Schizosaccharomyces pombe	Fungi	259	False
P56560	Bos taurus	Metazoa	520	False
Q3E824	Saccharomyces cerevisiae	Fungi	90	True
Q9SPI9	Chlamydomonas reinhardtii	Viridiplantae	115	True
Q8BK30	Mus musculus	Metazoa	104	False
Q3E7A4	Saccharomyces cerevisiae	Fungi	109	False
P82925	Bos taurus	Metazoa	386	False
Q96JB3	Homo sapiens	Metazoa	615	False
O23342	Arabidopsis thaliana	Viridiplantae	177	False
P53972	Saccharomyces cerevisiae	Fungi	490	False
Q9NRR8	Homo sapiens	Metazoa	79	False
Q00653	Homo sapiens	Metazoa	900	False
Q65ZG8	Caenorhabditis elegans	Metazoa	597	False
Q9DBU6	Mus musculus	Metazoa	334	False
P50440	Homo sapiens	Metazoa	423	False
Q9Y252	Homo sapiens	Metazoa	685	False
O08650	Mus musculus	Metazoa	554	True
Q9M280	Arabidopsis thaliana	Viridiplantae	116	False
Q0D2I5	Homo sapiens	Metazoa	559	False
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339	False
Q14693	Homo sapiens	Metazoa	890	False
P53692	Schizosaccharomyces pombe	Fungi	1140	False
O00257	Homo sapiens	Metazoa	560	False
Q07589	Saccharomyces cerevisiae	Fungi	356	False
Q6ZI01	Oryza sativa subsp. japonica	Viridiplantae	213	False
O74504	Schizosaccharomyces pombe	Fungi	791	False
Q5T5X7	Homo sapiens	Metazoa	828	False
Q8NEZ2	Homo sapiens	Metazoa	397	False
Q9VLJ8	Drosophila melanogaster	Metazoa	453	False
Q03557	Saccharomyces cerevisiae	Fungi	464	False
Q9NQC3	Homo sapiens	Metazoa	1192	False
Q6C354	Yarrowia lipolytica	Fungi	520	False
P40360	Saccharomyces cerevisiae	Fungi	574	False
Q8K3Y3	Mus musculus	Metazoa	209	False
Q9M365	Arabidopsis thaliana	Viridiplantae	359	False
P38688	Saccharomyces cerevisiae	Fungi	640	False
Q944Q0	Arabidopsis thaliana	Viridiplantae	563	False
P50106	Saccharomyces cerevisiae	Fungi	137	False
P40084	Saccharomyces cerevisiae	Fungi	226	False
Q9UBE0	Homo sapiens	Metazoa	346	False
P40757	Aquarana catesbeiana	Metazoa	484	False
P61604	Homo sapiens	Metazoa	102	False
P36130	Saccharomyces cerevisiae	Fungi	643	False
Q9UGM6	Homo sapiens	Metazoa	360	False
O22920	Arabidopsis thaliana	Viridiplantae	831	True
P82139	Spinacia oleracea	Viridiplantae	232	False
Q9GZN0	Homo sapiens	Metazoa	384	True
Q9FPW4	Arabidopsis thaliana	Viridiplantae	614	False
Q6J9Q2	Arabidopsis thaliana	Viridiplantae	348	False
Q12955	Homo sapiens	Metazoa	4377	False
Q12931	Homo sapiens	Metazoa	704	False
Q39002	Arabidopsis thaliana	Viridiplantae	624	False
Q6RI63	Mus musculus	Metazoa	786	False
Q9P287	Homo sapiens	Metazoa	314	False
P38532	Mus musculus	Metazoa	525	False
O75387	Homo sapiens	Metazoa	559	True
Q9JK95	Mus musculus	Metazoa	193	True
P46414	Mus musculus	Metazoa	197	False
Q9EPB4	Mus musculus	Metazoa	193	False
Q9Y817	Schizosaccharomyces pombe	Fungi	1297	False
D3ZNV2	Rattus norvegicus	Metazoa	288	False
Q92585	Homo sapiens	Metazoa	1016	False
Q924L1	Mus musculus	Metazoa	360	False
Q9H3P2	Homo sapiens	Metazoa	528	False
Q949T8	Arabidopsis thaliana	Viridiplantae	497	False
Q9VB62	Drosophila melanogaster	Metazoa	609	False
Q9BSF4	Homo sapiens	Metazoa	260	True
Q7S6M9	Neurospora crassa	Fungi	309	False
Q09924	Schizosaccharomyces pombe	Fungi	467	False
Q873E4	Neurospora crassa	Fungi	240	False
Q8K585	Rattus norvegicus	Metazoa	107	False
Q500U8	Arabidopsis thaliana	Viridiplantae	326	False
Q55GJ6	Dictyostelium discoideum	Other	214	False
Q96GZ6	Homo sapiens	Metazoa	507	True
O55242	Mus musculus	Metazoa	223	True
O14827	Homo sapiens	Metazoa	1237	False
Q9H190	Homo sapiens	Metazoa	292	False
Q5SSJ5	Homo sapiens	Metazoa	553	False
Q9T0H9	Arabidopsis thaliana	Viridiplantae	359	False
P97367	Mus musculus	Metazoa	477	False
P20398	Xenopus laevis	Metazoa	591	False
Q9BT49	Homo sapiens	Metazoa	309	False
P02314	Gallus gallus	Metazoa	90	False
Q9C469	Schizosaccharomyces pombe	Fungi	648	False
A1Z9P3	Drosophila melanogaster	Metazoa	1576	False
P19735	Saccharomyces cerevisiae	Fungi	899	False
Q7Z698	Homo sapiens	Metazoa	418	False
Q7RX40	Neurospora crassa	Fungi	158	False
Q53JF7	Oryza sativa subsp. japonica	Viridiplantae	138	False
Q9NV56	Homo sapiens	Metazoa	204	False
P04789	Trypanosoma brucei brucei	Other	250	False
P42774	Arabidopsis thaliana	Viridiplantae	315	False
P46943	Saccharomyces cerevisiae	Fungi	645	False
Q9FL12	Arabidopsis thaliana	Viridiplantae	592	False
O60683	Homo sapiens	Metazoa	326	True
P36011	Emericella nidulans	Fungi	622	False
Q76JU9	Mus musculus	Metazoa	300	True
Q10SU5	Oryza sativa subsp. japonica	Viridiplantae	598	False
Q6YN16	Homo sapiens	Metazoa	418	False
Q8TDB6	Homo sapiens	Metazoa	740	False
A0A509AJL3	Plasmodium berghei	Other	1087	False
Q9BXC9	Homo sapiens	Metazoa	721	False
Q86XK3	Homo sapiens	Metazoa	245	False
P78527	Homo sapiens	Metazoa	4128	False
Q19131	Caenorhabditis elegans	Metazoa	813	False
Q8WT44	Caenorhabditis elegans	Metazoa	1178	False
P38771	Saccharomyces cerevisiae	Fungi	230	False
D3KY98	Carapichea ipecacuanha	Viridiplantae	350	False
P08468	Saccharomyces cerevisiae	Fungi	800	False
P35169	Saccharomyces cerevisiae	Fungi	2470	False
O14188	Schizosaccharomyces pombe	Fungi	1489	False
P28007	Saccharomyces cerevisiae	Fungi	205	False
P42937	Saccharomyces cerevisiae	Fungi	148	False
F4K8S5	Arabidopsis thaliana	Viridiplantae	355	False
O15091	Homo sapiens	Metazoa	583	False
Q8K339	Mus musculus	Metazoa	391	False
O75952	Homo sapiens	Metazoa	493	False
Q8IWL3	Homo sapiens	Metazoa	235	False
Q9LFV6	Arabidopsis thaliana	Viridiplantae	1011	False
Q9BRA0	Homo sapiens	Metazoa	125	False
Q09715	Schizosaccharomyces pombe	Fungi	614	False
Q700C7	Arabidopsis thaliana	Viridiplantae	364	False
O08586	Mus musculus	Metazoa	403	False
O95838	Homo sapiens	Metazoa	553	False
P45976	Saccharomyces cerevisiae	Fungi	327	False
Q9ZVZ9	Arabidopsis thaliana	Viridiplantae	199	False
A6NK58	Homo sapiens	Metazoa	231	False
P02318	Bos taurus	Metazoa	51	False
P54797	Mus musculus	Metazoa	276	False
P53256	Saccharomyces cerevisiae	Fungi	223	False
P43589	Saccharomyces cerevisiae	Fungi	448	False
O74740	Schizosaccharomyces pombe	Fungi	797	False
Q06106	Saccharomyces cerevisiae	Fungi	887	False
P36168	Saccharomyces cerevisiae	Fungi	1195	False
Q969H6	Homo sapiens	Metazoa	163	False
Q96CX2	Homo sapiens	Metazoa	325	False
P49435	Saccharomyces cerevisiae	Fungi	187	False
Q9LVS0	Arabidopsis thaliana	Viridiplantae	365	False
P82611	Candida albicans	Fungi	777	False
U9W802	Neurospora crassa	Fungi	307	False
Q9NS91	Homo sapiens	Metazoa	495	False
Q04031	Saccharomyces cerevisiae	Fungi	235	False
P28625	Saccharomyces cerevisiae	Fungi	365	False
Q8GWP5	Arabidopsis thaliana	Viridiplantae	426	False
Q5HYJ3	Homo sapiens	Metazoa	339	False
Q9NVA1	Homo sapiens	Metazoa	299	False
Q02772	Saccharomyces cerevisiae	Fungi	108	False
Q13277	Homo sapiens	Metazoa	289	False
Q9N5S3	Caenorhabditis elegans	Metazoa	365	False
P16658	Saccharomyces cerevisiae	Fungi	377	False
Q53R41	Homo sapiens	Metazoa	847	False
Q1H537	Arabidopsis thaliana	Viridiplantae	417	False
Q8K2X8	Mus musculus	Metazoa	71	False
Q86YH6	Homo sapiens	Metazoa	399	False
P50531	Schizosaccharomyces pombe	Fungi	606	False
P09925	Mus musculus	Metazoa	306	True
Q8K2T8	Mus musculus	Metazoa	535	False
O43193	Homo sapiens	Metazoa	412	True
Q9SLB9	Arabidopsis thaliana	Viridiplantae	450	False
Q9QYL0	Mus musculus	Metazoa	170	False
P07257	Saccharomyces cerevisiae	Fungi	368	False
Q9DB60	Mus musculus	Metazoa	201	False
P32776	Saccharomyces cerevisiae	Fungi	642	False
Q965H3	Caenorhabditis elegans	Metazoa	735	False
Q8R010	Mus musculus	Metazoa	320	False
Q9FFS4	Arabidopsis thaliana	Viridiplantae	101	False
B8Y6I0	Zea mays	Viridiplantae	786	False
O23299	Arabidopsis thaliana	Viridiplantae	240	False
O13826	Schizosaccharomyces pombe	Fungi	254	False
P31942	Homo sapiens	Metazoa	346	False
P43594	Saccharomyces cerevisiae	Fungi	170	False
O94751	Schizosaccharomyces pombe	Fungi	1044	False
Q9NSA0	Homo sapiens	Metazoa	550	True
Q00416	Saccharomyces cerevisiae	Fungi	2231	False
Q8N328	Homo sapiens	Metazoa	593	False
Q93096	Homo sapiens	Metazoa	173	False
Q9VKV5	Drosophila melanogaster	Metazoa	319	False
Q8TDG4	Homo sapiens	Metazoa	1101	False
Q9P7K5	Schizosaccharomyces pombe	Fungi	1098	False
P47102	Saccharomyces cerevisiae	Fungi	1408	False
Q2MHE4	Arabidopsis thaliana	Viridiplantae	390	False
Q9SYD8	Arabidopsis thaliana	Viridiplantae	210	False
P80470	Spinacia oleracea	Viridiplantae	199	False
Q12333	Saccharomyces cerevisiae	Fungi	620	True
Q56NI9	Homo sapiens	Metazoa	601	False
Q8WWY6	Homo sapiens	Metazoa	194	False
P38193	Saccharomyces cerevisiae	Fungi	441	False
P80299	Rattus norvegicus	Metazoa	554	False
P07703	Saccharomyces cerevisiae	Fungi	335	False
F4KDN0	Arabidopsis thaliana	Viridiplantae	857	False
Q6Z1Z3	Oryza sativa subsp. japonica	Viridiplantae	362	False
Q8CBX0	Mus musculus	Metazoa	802	True
Q8BVZ5	Mus musculus	Metazoa	266	False
Q9XGM3	Arabidopsis thaliana	Viridiplantae	1217	False
Q6NLQ7	Arabidopsis thaliana	Viridiplantae	476	False
Q9ESE1	Mus musculus	Metazoa	2856	False
A2A288	Homo sapiens	Metazoa	527	False
Q9SJH0	Arabidopsis thaliana	Viridiplantae	118	False
O74462	Schizosaccharomyces pombe	Fungi	452	False
O74511	Schizosaccharomyces pombe	Fungi	838	False
Q9UN81	Homo sapiens	Metazoa	338	False
O95104	Homo sapiens	Metazoa	1147	False
Q587E3	Trypanosoma brucei brucei	Other	735	False
Q0PNE2	Homo sapiens	Metazoa	266	False
P04840	Saccharomyces cerevisiae	Fungi	283	False
Q17604	Caenorhabditis elegans	Metazoa	161	False
O42848	Schizosaccharomyces pombe	Fungi	197	False
Q09601	Caenorhabditis elegans	Metazoa	381	False
S7VVK4	Toxoplasma gondii	Other	4367	False
Q9H3N8	Homo sapiens	Metazoa	390	True
Q0DUR2	Oryza sativa subsp. japonica	Viridiplantae	92	False
Q21691	Caenorhabditis elegans	Metazoa	1057	False
Q80XL6	Mus musculus	Metazoa	779	False
Q8TE02	Homo sapiens	Metazoa	300	False
Q9NY33	Homo sapiens	Metazoa	737	False
Q05027	Saccharomyces cerevisiae	Fungi	157	False
Q9VGE2	Drosophila melanogaster	Metazoa	384	False
P38127	Saccharomyces cerevisiae	Fungi	377	True
P59382	Rattus norvegicus	Metazoa	212	False
Q2M1K9	Homo sapiens	Metazoa	1284	False
Q91YT7	Mus musculus	Metazoa	579	False
O14097	Schizosaccharomyces pombe	Fungi	331	False
Q80WB5	Mus musculus	Metazoa	209	False
P12354	Spinacia oleracea	Viridiplantae	125	False
Q9Y6X9	Homo sapiens	Metazoa	1032	False
P29372	Homo sapiens	Metazoa	298	False
G5ECC7	Caenorhabditis elegans	Metazoa	1264	False
O95415	Homo sapiens	Metazoa	125	True
Q96LW7	Homo sapiens	Metazoa	228	False
O14141	Schizosaccharomyces pombe	Fungi	241	False
P62993	Homo sapiens	Metazoa	217	False
Q8L7N4	Arabidopsis thaliana	Viridiplantae	343	True
Q05515	Saccharomyces cerevisiae	Fungi	481	False
Q22799	Caenorhabditis elegans	Metazoa	89	False
Q9P790	Schizosaccharomyces pombe	Fungi	316	False
B0L3A2	Homo sapiens	Metazoa	85	True
Q9D8V0	Mus musculus	Metazoa	378	True
Q03790	Saccharomyces cerevisiae	Fungi	475	False
Q336N8	Oryza sativa subsp. japonica	Viridiplantae	858	False
Q9P7X2	Schizosaccharomyces pombe	Fungi	533	False
Q9P6Q0	Schizosaccharomyces pombe	Fungi	112	False
Q9U3F4	Caenorhabditis elegans	Metazoa	603	False
P53287	Saccharomyces cerevisiae	Fungi	111	False
Q9N5A8	Caenorhabditis elegans	Metazoa	228	False
Q9UPN3	Homo sapiens	Metazoa	7388	False
P33076	Homo sapiens	Metazoa	1130	False
Q60EX7	Oryza sativa subsp. japonica	Viridiplantae	1128	False
Q8L8M9	Arabidopsis thaliana	Viridiplantae	442	False
O14311	Schizosaccharomyces pombe	Fungi	307	False
Q99PV0	Mus musculus	Metazoa	2335	False
E1BUG7	Gallus gallus	Metazoa	690	False
P38851	Saccharomyces cerevisiae	Fungi	1228	False
Q9M424	Solanum tuberosum	Viridiplantae	498	False
D0VWM8	Caenorhabditis elegans	Metazoa	414	False
P53081	Saccharomyces cerevisiae	Fungi	288	False
Q8BN78	Mus musculus	Metazoa	671	False
Q12056	Saccharomyces cerevisiae	Fungi	156	False
Q23973	Drosophila melanogaster	Metazoa	217	False
P12689	Saccharomyces cerevisiae	Fungi	985	False
Q9HB96	Homo sapiens	Metazoa	536	False
Q39238	Arabidopsis thaliana	Viridiplantae	688	False
O95476	Homo sapiens	Metazoa	244	True
A0A078CGE6	Brassica napus	Viridiplantae	1299	False
Q6F6B5	Arabidopsis thaliana	Viridiplantae	741	False
Q5AFI4	Candida albicans	Fungi	337	True
W5U2K2	Catharanthus roseus	Viridiplantae	289	False
Q09725	Schizosaccharomyces pombe	Fungi	1587	False
Q9BY10	Homo sapiens	Metazoa	475	True
Q09826	Schizosaccharomyces pombe	Fungi	408	False
Q1G3K8	Arabidopsis thaliana	Viridiplantae	216	False
P14618	Homo sapiens	Metazoa	531	False
Q9C5Q2	Arabidopsis thaliana	Viridiplantae	262	False
Q6PE84	Mus musculus	Metazoa	287	True
Q9BSJ6	Homo sapiens	Metazoa	248	False
P42844	Saccharomyces cerevisiae	Fungi	174	False
Q9LRB7	Oryza sativa subsp. japonica	Viridiplantae	325	True
Q9H0W9	Homo sapiens	Metazoa	315	False
Q18221	Caenorhabditis elegans	Metazoa	1507	False
Q22024	Caenorhabditis elegans	Metazoa	543	False
Q9LG26	Arabidopsis thaliana	Viridiplantae	689	False
Q66HC5	Rattus norvegicus	Metazoa	819	False
P07663	Drosophila melanogaster	Metazoa	1224	False
P78965	Schizosaccharomyces pombe	Fungi	464	False
G5EED4	Caenorhabditis elegans	Metazoa	655	False
P38241	Saccharomyces cerevisiae	Fungi	364	False
Q86TW2	Homo sapiens	Metazoa	530	False
Q9UP83	Homo sapiens	Metazoa	860	False
Q07362	Saccharomyces cerevisiae	Fungi	185	False
P0C512	Oryza sativa subsp. japonica	Viridiplantae	477	False
Q8S9K3	Arabidopsis thaliana	Viridiplantae	758	False
P38804	Saccharomyces cerevisiae	Fungi	111	False
P68036	Homo sapiens	Metazoa	154	False
Q5XF07	Arabidopsis thaliana	Viridiplantae	364	False
Q9WTW8	Rattus norvegicus	Metazoa	647	False
P0CT60	Schizosaccharomyces pombe	Fungi	139	False
Q8N5G0	Homo sapiens	Metazoa	67	True
Q19404	Caenorhabditis elegans	Metazoa	442	False
Q5N829	Oryza sativa subsp. japonica	Viridiplantae	953	False
P93830	Arabidopsis thaliana	Viridiplantae	229	False
Q9D808	Mus musculus	Metazoa	123	True
Q5VZV1	Homo sapiens	Metazoa	264	False
B2RPY5	Mus musculus	Metazoa	545	True
Q800K6	Xenopus laevis	Metazoa	1513	False
Q39261	Arabidopsis thaliana	Viridiplantae	150	False
Q12487	Saccharomyces cerevisiae	Fungi	163	False
Q9LEZ1	Arabidopsis thaliana	Viridiplantae	144	False
P23023	Drosophila melanogaster	Metazoa	549	False
Q9NUX5	Homo sapiens	Metazoa	634	False
Q15125	Homo sapiens	Metazoa	230	True
F4HXY7	Arabidopsis thaliana	Viridiplantae	425	True
Q14CB8	Homo sapiens	Metazoa	494	False
P58334	Mus musculus	Metazoa	251	False
Q9ZR07	Arabidopsis thaliana	Viridiplantae	187	False
P70399	Mus musculus	Metazoa	1969	False
A0A0U2X0E4	Mycosarcoma maydis	Fungi	443	False
Q06148	Saccharomyces cerevisiae	Fungi	342	True
O14235	Schizosaccharomyces pombe	Fungi	348	False
O65502	Arabidopsis thaliana	Viridiplantae	395	False
Q3SXM5	Homo sapiens	Metazoa	330	False
Q8WUX2	Homo sapiens	Metazoa	184	False
Q6A028	Mus musculus	Metazoa	585	False
Q9JHR7	Mus musculus	Metazoa	1019	False
Q9VVA8	Drosophila melanogaster	Metazoa	78	True
Q8RX78	Arabidopsis thaliana	Viridiplantae	684	False
P30943	Rhodomonas sp.	Other	104	False
Q84JZ6	Arabidopsis thaliana	Viridiplantae	244	False
Q0J995	Oryza sativa subsp. japonica	Viridiplantae	424	False
O94818	Homo sapiens	Metazoa	638	False
Q8BRE0	Mus musculus	Metazoa	195	False
O46385	Bos taurus	Metazoa	2194	False
Q8K3G9	Mus musculus	Metazoa	662	False
O48917	Arabidopsis thaliana	Viridiplantae	477	False
Q39249	Arabidopsis thaliana	Viridiplantae	462	False
Q6ZY51	Arabidopsis thaliana	Viridiplantae	1196	False
Q9H6R4	Homo sapiens	Metazoa	1146	False
Q84LM4	Arabidopsis thaliana	Viridiplantae	764	False
Q95QA6	Caenorhabditis elegans	Metazoa	663	False
Q9Y4X0	Homo sapiens	Metazoa	333	False
Q9SU08	Arabidopsis thaliana	Viridiplantae	904	False
P20609	Dictyostelium discoideum	Other	53	False
Q5TAQ9	Homo sapiens	Metazoa	597	False
P0CX38	Saccharomyces cerevisiae	Fungi	236	False
P36528	Saccharomyces cerevisiae	Fungi	281	False
Q64378	Mus musculus	Metazoa	456	False
Q8N695	Homo sapiens	Metazoa	610	True
Q06215	Vicia faba	Viridiplantae	606	False
Q9Y5B0	Homo sapiens	Metazoa	961	False
O43918	Homo sapiens	Metazoa	545	False
Q09675	Schizosaccharomyces pombe	Fungi	240	False
Q12142	Saccharomyces cerevisiae	Fungi	997	False
P49957	Saccharomyces cerevisiae	Fungi	279	False
P33308	Saccharomyces cerevisiae	Fungi	149	False
Q8VZS3	Arabidopsis thaliana	Viridiplantae	354	False
Q08952	Saccharomyces cerevisiae	Fungi	273	False
Q9M9V7	Arabidopsis thaliana	Viridiplantae	587	True
Q9SQR3	Arabidopsis thaliana	Viridiplantae	267	False
Q58DQ5	Bos taurus	Metazoa	396	False
P25646	Saccharomyces cerevisiae	Fungi	442	False
Q8L7S5	Arabidopsis thaliana	Viridiplantae	642	False
P17558	Saccharomyces cerevisiae	Fungi	318	False
Q9DCJ5	Mus musculus	Metazoa	172	False
P39685	Saccharomyces cerevisiae	Fungi	1337	False
P54730	Saccharomyces cerevisiae	Fungi	416	False
Q9BSF0	Homo sapiens	Metazoa	95	False
Q19969	Caenorhabditis elegans	Metazoa	514	False
Q12884	Homo sapiens	Metazoa	760	True
P70122	Mus musculus	Metazoa	250	False
Q9VFS6	Drosophila melanogaster	Metazoa	994	False
P41133	Mus musculus	Metazoa	119	False
Q9FMV1	Arabidopsis thaliana	Viridiplantae	252	False
P49754	Homo sapiens	Metazoa	854	False
P32903	Saccharomyces cerevisiae	Fungi	40	True
Q9TY84	Crithidia fasciculata	Other	130	False
P46983	Saccharomyces cerevisiae	Fungi	293	False
O43504	Homo sapiens	Metazoa	91	False
Q3U4H6	Mus musculus	Metazoa	486	False
Q8R000	Mus musculus	Metazoa	340	True
O43765	Homo sapiens	Metazoa	313	False
P53942	Saccharomyces cerevisiae	Fungi	307	False
Q94AH1	Arabidopsis thaliana	Viridiplantae	300	True
O74854	Schizosaccharomyces pombe	Fungi	872	False
P19517	Oryctolagus cuniculus	Metazoa	524	False
Q8WW12	Homo sapiens	Metazoa	178	False
Q9Y3E5	Homo sapiens	Metazoa	179	True
Q12510	Saccharomyces cerevisiae	Fungi	522	False
Q03201	Saccharomyces cerevisiae	Fungi	203	False
Q9W1H4	Drosophila melanogaster	Metazoa	747	False
A2RVJ8	Arabidopsis thaliana	Viridiplantae	434	False
Q75QN2	Homo sapiens	Metazoa	995	False
Q6T938	Danio rerio	Metazoa	355	False
P53139	Saccharomyces cerevisiae	Fungi	140	False
Q6P926	Mus musculus	Metazoa	205	False
P23724	Saccharomyces cerevisiae	Fungi	241	False
Q5VTT2	Homo sapiens	Metazoa	229	False
P38858	Saccharomyces cerevisiae	Fungi	249	False
D3ZAW2	Rattus norvegicus	Metazoa	406	True
P82137	Spinacia oleracea	Viridiplantae	165	False
P38790	Saccharomyces cerevisiae	Fungi	280	False
P54105	Homo sapiens	Metazoa	237	False
Q9C9T2	Arabidopsis thaliana	Viridiplantae	451	False
P24391	Neurospora crassa	Fungi	349	False
Q9EST4	Mus musculus	Metazoa	264	False
O94522	Schizosaccharomyces pombe	Fungi	390	False
Q24434	Drosophila melanogaster	Metazoa	479	False
P38885	Saccharomyces cerevisiae	Fungi	310	False
Q8LDU4	Arabidopsis thaliana	Viridiplantae	319	False
Q13487	Homo sapiens	Metazoa	334	False
P54622	Drosophila melanogaster	Metazoa	146	False
G5EF48	Caenorhabditis elegans	Metazoa	350	True
O54982	Mus musculus	Metazoa	1121	True
A1ZAW0	Drosophila melanogaster	Metazoa	1722	False
Q96A26	Homo sapiens	Metazoa	154	False
Q9EPB5	Mus musculus	Metazoa	311	False
O35260	Rattus norvegicus	Metazoa	514	False
Q9UUG2	Schizosaccharomyces pombe	Fungi	621	False
F8VPJ6	Mus musculus	Metazoa	1459	False
Q96PH1	Homo sapiens	Metazoa	765	False
P21190	Saccharomyces cerevisiae	Fungi	360	False
P61793	Mus musculus	Metazoa	364	True
P32585	Saccharomyces cerevisiae	Fungi	307	False
Q9FLL1	Arabidopsis thaliana	Viridiplantae	602	False
P78508	Homo sapiens	Metazoa	379	True
Q9NWH2	Homo sapiens	Metazoa	141	True
Q3E7B2	Saccharomyces cerevisiae	Fungi	85	True
F4JAU2	Arabidopsis thaliana	Viridiplantae	1697	False
P12687	Saccharomyces cerevisiae	Fungi	371	False
Q04922	Saccharomyces cerevisiae	Fungi	465	False
P22224	Saccharomyces cerevisiae	Fungi	910	False
Q9V3Y0	Drosophila melanogaster	Metazoa	215	False
Q9SG86	Arabidopsis thaliana	Viridiplantae	675	False
Q07684	Saccharomyces cerevisiae	Fungi	458	False
P07248	Saccharomyces cerevisiae	Fungi	1323	False
Q9P7S7	Schizosaccharomyces pombe	Fungi	508	False
P32855	Saccharomyces cerevisiae	Fungi	1065	False
Q9SNC0	Arabidopsis thaliana	Viridiplantae	182	False
P54857	Saccharomyces cerevisiae	Fungi	326	False
Q24459	Drosophila melanogaster	Metazoa	1043	False
Q9Y6X3	Homo sapiens	Metazoa	613	False
P70372	Mus musculus	Metazoa	326	False
P04386	Saccharomyces cerevisiae	Fungi	881	False
O81098	Arabidopsis thaliana	Viridiplantae	205	False
Q01371	Neurospora crassa	Fungi	1167	False
O64827	Arabidopsis thaliana	Viridiplantae	1382	False
Q3MIT2	Homo sapiens	Metazoa	529	False
P53217	Saccharomyces cerevisiae	Fungi	278	True
Q24143	Drosophila melanogaster	Metazoa	723	False
