UniprotAccession	Organism	Kingdom	ProteinLength	SPPosition	label	TMHelixFirst90	Fold	Set
P47050	Saccharomyces cerevisiae	Fungi	842		negative	False	aa	train
P47112	Saccharomyces cerevisiae	Fungi	604		negative	False	ab	bench
P47164	Saccharomyces cerevisiae	Fungi	639		negative	False	ac	train
P48612	Drosophila melanogaster	Metazoa	395		negative	False	ae	bench
P53076	Saccharomyces cerevisiae	Fungi	958		negative	False	ad	train
P53127	Saccharomyces cerevisiae	Fungi	1403		negative	False	ab	train
P53255	Saccharomyces cerevisiae	Fungi	507		negative	False	ad	train
P53899	Saccharomyces cerevisiae	Fungi	274		negative	False	ab	train
P57742	Arabidopsis thaliana	Viridiplantae	151		negative	False	ae	train
P61961	Mus musculus	Metazoa	85		negative	False	aa	train
P70278	Mus musculus	Metazoa	393		negative	False	ab	train
P83510	Mus musculus	Metazoa	1323		negative	False	ae	train
P97480	Mus musculus	Metazoa	510		negative	False	ab	train
Q02085	Mus musculus	Metazoa	264		negative	False	ac	bench
Q03330	Saccharomyces cerevisiae	Fungi	439		negative	False	ab	train
Q04178	Saccharomyces cerevisiae	Fungi	221		negative	False	ac	train
Q04868	Saccharomyces cerevisiae	Fungi	273		negative	False	ad	train
Q07532	Saccharomyces cerevisiae	Fungi	353		negative	False	aa	train
Q12068	Saccharomyces cerevisiae	Fungi	342		negative	False	ae	train
Q12510	Saccharomyces cerevisiae	Fungi	522		negative	False	ab	train
Q17390	Caenorhabditis elegans	Metazoa	791		negative	False	ac	train
Q17604	Caenorhabditis elegans	Metazoa	161		negative	False	ae	train
Q21691	Caenorhabditis elegans	Metazoa	1057		negative	False	aa	train
Q23973	Drosophila melanogaster	Metazoa	217		negative	False	ac	train
Q24134	Drosophila melanogaster	Metazoa	578		negative	False	ac	train
Q24167	Drosophila melanogaster	Metazoa	1507		negative	False	aa	train
Q38HM4	Mus musculus	Metazoa	350		negative	False	aa	train
Q3EBC8	Arabidopsis thaliana	Viridiplantae	1388		negative	False	ac	train
Q3URU2	Mus musculus	Metazoa	1571		negative	False	ab	train
Q5HZJ0	Mus musculus	Metazoa	1373		negative	False	ad	bench
Q5ND04	Mus musculus	Metazoa	624		negative	False	ad	train
Q5SQP1	Mus musculus	Metazoa	306		negative	False	ae	train
Q60674	Mus musculus	Metazoa	576		negative	False	ae	train
Q61818	Mus musculus	Metazoa	1889		negative	False	ab	train
Q62264	Mus musculus	Metazoa	150		negative	False	ad	bench
Q64378	Mus musculus	Metazoa	456		negative	False	ae	train
Q69ZF8	Mus musculus	Metazoa	577		negative	False	ae	train
Q6GYP7	Mus musculus	Metazoa	2035		negative	False	ac	train
Q6IUP1	Mus musculus	Metazoa	357		negative	False	ab	train
Q6WKZ7	Mus musculus	Metazoa	506		negative	False	aa	train
Q7JXA8	Drosophila melanogaster	Metazoa	418		negative	False	ad	train
Q7TN79	Mus musculus	Metazoa	314		negative	False	aa	bench
Q80ZG2	Rattus norvegicus	Metazoa	678		negative	False	ae	train
Q84JU6	Arabidopsis thaliana	Viridiplantae	927		negative	False	ae	bench
Q84LM4	Arabidopsis thaliana	Viridiplantae	764		negative	False	ac	train
Q8BGW0	Mus musculus	Metazoa	636		negative	False	ab	train
Q8BZT9	Mus musculus	Metazoa	430		negative	False	aa	train
Q8GZA8	Arabidopsis thaliana	Viridiplantae	237		negative	False	aa	train
Q8RXD3	Arabidopsis thaliana	Viridiplantae	310		negative	False	aa	train
Q8RY95	Arabidopsis thaliana	Viridiplantae	1035		negative	False	ad	train
Q8VYB9	Arabidopsis thaliana	Viridiplantae	840		negative	False	ae	bench
Q91YI6	Mus musculus	Metazoa	484		negative	False	ae	train
Q93560	Caenorhabditis elegans	Metazoa	817		negative	False	aa	train
Q93VB2	Arabidopsis thaliana	Viridiplantae	425		negative	False	ad	bench
Q93VT9	Arabidopsis thaliana	Viridiplantae	220		negative	False	ae	train
Q94230	Caenorhabditis elegans	Metazoa	226		negative	False	ad	train
Q94527	Drosophila melanogaster	Metazoa	971		negative	False	ac	train
Q94JU3	Arabidopsis thaliana	Viridiplantae	260		negative	False	ad	train
Q95Y80	Caenorhabditis elegans	Metazoa	853		negative	False	aa	train
Q95ZL9	Caenorhabditis elegans	Metazoa	152		negative	False	ae	train
Q96330	Arabidopsis thaliana	Viridiplantae	336		negative	False	ab	train
Q99315	Saccharomyces cerevisiae	Fungi	1547		negative	False	ab	train
Q99K82	Mus musculus	Metazoa	555		negative	False	ad	train
Q99PQ2	Mus musculus	Metazoa	467		negative	False	ae	train
Q9ASP6	Arabidopsis thaliana	Viridiplantae	495		negative	False	ac	train
Q9C5J9	Arabidopsis thaliana	Viridiplantae	342		negative	False	ae	train
Q9CPR8	Mus musculus	Metazoa	279		negative	False	aa	train
Q9CX80	Mus musculus	Metazoa	190		negative	False	ad	train
Q9D915	Mus musculus	Metazoa	106		negative	False	aa	train
Q9FNC7	Arabidopsis thaliana	Viridiplantae	717		negative	False	aa	train
Q9NH52	Caenorhabditis elegans	Metazoa	898		negative	False	ac	train
Q9SIU2	Arabidopsis thaliana	Viridiplantae	848		negative	False	ac	bench
Q9SLJ2	Arabidopsis thaliana	Viridiplantae	98		negative	False	ad	bench
Q9SQR3	Arabidopsis thaliana	Viridiplantae	267		negative	False	ac	train
Q9SU30	Arabidopsis thaliana	Viridiplantae	413		negative	False	ad	train
Q9U3D6	Caenorhabditis elegans	Metazoa	964		negative	False	ad	train
Q9V727	Drosophila melanogaster	Metazoa	1669		negative	False	ab	train
Q9VAB8	Drosophila melanogaster	Metazoa	457		negative	False	ad	train
Q9VTE2	Drosophila melanogaster	Metazoa	962		negative	False	ad	bench
Q9VVR2	Drosophila melanogaster	Metazoa	539		negative	False	ab	train
Q9VW15	Drosophila melanogaster	Metazoa	2226		negative	False	ae	train
Q9VWC6	Drosophila melanogaster	Metazoa	1596		negative	False	ac	train
Q9W123	Drosophila melanogaster	Metazoa	495		negative	False	ae	train
Q9XIM0	Arabidopsis thaliana	Viridiplantae	203		negative	False	ad	train
Q9Z0P7	Mus musculus	Metazoa	484		negative	False	aa	train
Q9Z206	Mus musculus	Metazoa	595		negative	False	ac	train
Q6ZPR5	Mus musculus	Metazoa	823		negative	False	ae	train
O82230	Arabidopsis thaliana	Viridiplantae	182		negative	False	ad	train
O82392	Arabidopsis thaliana	Viridiplantae	644		negative	False	aa	bench
P49599	Arabidopsis thaliana	Viridiplantae	388		negative	False	ae	train
Q84VZ1	Arabidopsis thaliana	Viridiplantae	245		negative	False	aa	train
Q8RWV0	Arabidopsis thaliana	Viridiplantae	741		negative	False	ac	train
Q94B35	Arabidopsis thaliana	Viridiplantae	466		negative	False	ac	train
Q9AT00	Arabidopsis thaliana	Viridiplantae	345		negative	False	ae	train
Q9LU39	Arabidopsis thaliana	Viridiplantae	317		negative	False	ad	train
Q9STG9	Arabidopsis thaliana	Viridiplantae	561		negative	False	ae	train
Q9XI84	Arabidopsis thaliana	Viridiplantae	482		negative	False	ad	train
F4I1T7	Arabidopsis thaliana	Viridiplantae	1819		negative	False	ac	train
O82289	Arabidopsis thaliana	Viridiplantae	568		negative	False	aa	train
Q8RWH9	Arabidopsis thaliana	Viridiplantae	513		negative	False	ae	bench
Q9FFK6	Arabidopsis thaliana	Viridiplantae	810		negative	False	ae	bench
Q5BJM8	Rattus norvegicus	Metazoa	378		negative	True	aa	train
Q9R0X4	Mus musculus	Metazoa	439		negative	False	ad	train
Q42512	Arabidopsis thaliana	Viridiplantae	139		negative	False	ac	train
Q8W593	Arabidopsis thaliana	Viridiplantae	350		negative	False	ac	train
Q94AR8	Arabidopsis thaliana	Viridiplantae	509		negative	False	ae	train
F4IV66	Arabidopsis thaliana	Viridiplantae	1001		negative	False	ad	bench
Q94AX2	Arabidopsis thaliana	Viridiplantae	277		negative	False	ab	bench
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339		negative	False	aa	bench
Q9SA14	Arabidopsis thaliana	Viridiplantae	404		negative	False	ab	train
Q9SA52	Arabidopsis thaliana	Viridiplantae	378		negative	False	ae	train
Q9SCL7	Arabidopsis thaliana	Viridiplantae	347		negative	False	ac	train
Q9SX29	Arabidopsis thaliana	Viridiplantae	159		negative	False	ac	train
F4HVG8	Arabidopsis thaliana	Viridiplantae	611		negative	False	aa	bench
O22265	Arabidopsis thaliana	Viridiplantae	373		negative	False	ac	bench
O49562	Arabidopsis thaliana	Viridiplantae	403		negative	False	aa	bench
Q42529	Arabidopsis thaliana	Viridiplantae	312		negative	False	ac	train
Q5M755	Arabidopsis thaliana	Viridiplantae	273		negative	False	ab	bench
Q8GTR4	Arabidopsis thaliana	Viridiplantae	965		negative	False	aa	train
Q8W4E7	Arabidopsis thaliana	Viridiplantae	598		negative	False	ae	train
P32266	Saccharomyces cerevisiae	Fungi	881		negative	True	ad	train
Q01852	Saccharomyces cerevisiae	Fungi	431		negative	False	aa	train
Q9JKF1	Mus musculus	Metazoa	1657		negative	False	ad	train
O08715	Mus musculus	Metazoa	857		negative	False	ab	bench
O45717	Caenorhabditis elegans	Metazoa	293		negative	False	ad	train
O70302	Mus musculus	Metazoa	217		negative	False	ab	bench
Q9V3H8	Drosophila melanogaster	Metazoa	133		negative	False	ad	train
O35095	Rattus norvegicus	Metazoa	729		negative	False	ac	train
Q93654	Caenorhabditis elegans	Metazoa	245		negative	False	ae	train
Q6NZQ4	Mus musculus	Metazoa	1056		negative	False	ad	train
O35465	Mus musculus	Metazoa	402		negative	False	ae	bench
Q91Z67	Mus musculus	Metazoa	1071		negative	False	ad	train
P22138	Saccharomyces cerevisiae	Fungi	1203		negative	False	ae	bench
P25368	Saccharomyces cerevisiae	Fungi	297		negative	False	ad	train
P28007	Saccharomyces cerevisiae	Fungi	205		negative	False	aa	train
P34241	Saccharomyces cerevisiae	Fungi	1764		negative	False	ad	train
P38996	Saccharomyces cerevisiae	Fungi	802		negative	False	aa	train
P40055	Saccharomyces cerevisiae	Fungi	554		negative	False	ae	train
P43586	Saccharomyces cerevisiae	Fungi	204		negative	False	ae	train
P53254	Saccharomyces cerevisiae	Fungi	1237		negative	False	ab	train
P53335	Saccharomyces cerevisiae	Fungi	271		negative	False	ae	train
P53914	Saccharomyces cerevisiae	Fungi	1056		negative	False	ad	train
Q02354	Saccharomyces cerevisiae	Fungi	440		negative	False	ac	train
Q02931	Saccharomyces cerevisiae	Fungi	896		negative	False	ad	bench
Q03280	Saccharomyces cerevisiae	Fungi	3268		negative	False	ac	train
Q03973	Saccharomyces cerevisiae	Fungi	246		negative	False	ae	bench
Q04177	Saccharomyces cerevisiae	Fungi	643		negative	False	ad	train
Q06506	Saccharomyces cerevisiae	Fungi	573		negative	False	ad	train
Q4KMM3	Mus musculus	Metazoa	866		negative	False	ad	bench
Q53KK6	Oryza sativa subsp. japonica	Viridiplantae	784		negative	False	ae	train
Q80VY9	Mus musculus	Metazoa	698		negative	False	aa	train
Q8CFC7	Mus musculus	Metazoa	668		negative	False	ad	train
Q8H0U4	Arabidopsis thaliana	Viridiplantae	891		negative	False	ae	train
Q8RX78	Arabidopsis thaliana	Viridiplantae	684		negative	False	ad	train
Q8W234	Arabidopsis thaliana	Viridiplantae	877		negative	False	aa	bench
Q9LVD0	Arabidopsis thaliana	Viridiplantae	289		negative	False	ad	train
Q9SJQ6	Arabidopsis thaliana	Viridiplantae	1393		negative	False	aa	train
F4I9G2	Arabidopsis thaliana	Viridiplantae	426		negative	False	ac	train
O22832	Arabidopsis thaliana	Viridiplantae	401		negative	False	ae	bench
P37107	Arabidopsis thaliana	Viridiplantae	564		negative	False	aa	bench
Q8W4I6	Arabidopsis thaliana	Viridiplantae	660		negative	False	ac	train
Q9SGS4	Arabidopsis thaliana	Viridiplantae	302		negative	False	aa	train
Q9ZW85	Arabidopsis thaliana	Viridiplantae	251		negative	False	ae	train
P00396	Bos taurus	Metazoa	514		negative	True	ac	train
P04039	Saccharomyces cerevisiae	Fungi	78		negative	True	ab	train
P07213	Saccharomyces cerevisiae	Fungi	617		negative	True	ae	train
P08525	Saccharomyces cerevisiae	Fungi	94		negative	True	ab	train
Q63707	Rattus norvegicus	Metazoa	395		negative	True	ad	bench
Q75Q41	Rattus norvegicus	Metazoa	142		negative	True	ab	train
Q8BWT5	Mus musculus	Metazoa	1523		negative	False	ae	train
Q8R1I1	Mus musculus	Metazoa	64		negative	True	ad	train
Q94515	Drosophila melanogaster	Metazoa	321		negative	True	ac	train
Q9LHE5	Arabidopsis thaliana	Viridiplantae	309		negative	False	ac	train
O88339	Rattus norvegicus	Metazoa	575		negative	False	ad	train
Q18425	Caenorhabditis elegans	Metazoa	473		negative	False	ab	train
P46674	Saccharomyces cerevisiae	Fungi	1301		negative	False	ab	bench
Q6K881	Oryza sativa subsp. japonica	Viridiplantae	565		negative	False	aa	train
O18412	Drosophila melanogaster	Metazoa	718		negative	False	aa	bench
P33448	Saccharomyces cerevisiae	Fungi	61		negative	True	ac	train
P36112	Saccharomyces cerevisiae	Fungi	540		negative	True	ad	train
P46972	Saccharomyces cerevisiae	Fungi	177		negative	False	aa	train
P53083	Saccharomyces cerevisiae	Fungi	459		negative	False	aa	train
P53507	Saccharomyces cerevisiae	Fungi	60		negative	True	aa	train
Q12275	Saccharomyces cerevisiae	Fungi	1648		negative	False	ac	train
Q14DK4	Mus musculus	Metazoa	801		negative	False	ac	train
Q96VH5	Saccharomyces cerevisiae	Fungi	97		negative	True	ad	train
Q9VKD7	Drosophila melanogaster	Metazoa	253		negative	True	ad	train
P58281	Mus musculus	Metazoa	960		negative	False	aa	train
Q8GUT5	Arabidopsis thaliana	Viridiplantae	288		negative	False	ae	train
F4JYC8	Arabidopsis thaliana	Viridiplantae	1706		negative	False	ab	train
Q0WUY1	Arabidopsis thaliana	Viridiplantae	534		negative	False	ac	train
P38351	Saccharomyces cerevisiae	Fungi	445		negative	False	ae	train
P38439	Saccharomyces cerevisiae	Fungi	464		negative	False	ae	train
P38779	Saccharomyces cerevisiae	Fungi	376		negative	False	aa	train
P38882	Saccharomyces cerevisiae	Fungi	575		negative	False	ae	train
P40992	Saccharomyces cerevisiae	Fungi	514		negative	False	ae	train
P46669	Saccharomyces cerevisiae	Fungi	326		negative	False	ac	bench
P47077	Saccharomyces cerevisiae	Fungi	666		negative	False	ab	train
P53251	Saccharomyces cerevisiae	Fungi	210		negative	False	ae	train
P53941	Saccharomyces cerevisiae	Fungi	290		negative	False	ab	bench
Q02892	Saccharomyces cerevisiae	Fungi	647		negative	False	ac	train
Q04305	Saccharomyces cerevisiae	Fungi	513		negative	False	ae	train
Q05498	Saccharomyces cerevisiae	Fungi	189		negative	False	ad	train
Q08235	Saccharomyces cerevisiae	Fungi	291		negative	False	aa	train
Q08492	Saccharomyces cerevisiae	Fungi	214		negative	False	ac	train
Q5XF07	Arabidopsis thaliana	Viridiplantae	364		negative	False	ae	train
Q6Q547	Saccharomyces cerevisiae	Fungi	58		negative	False	aa	train
Q84JE8	Arabidopsis thaliana	Viridiplantae	694		negative	False	ab	train
Q8CD15	Mus musculus	Metazoa	465		negative	False	ad	train
Q8IRH5	Drosophila melanogaster	Metazoa	733		negative	False	ab	train
Q8RWL4	Arabidopsis thaliana	Viridiplantae	349		negative	False	ae	train
Q9LUJ3	Arabidopsis thaliana	Viridiplantae	163		negative	False	ae	train
Q9S736	Arabidopsis thaliana	Viridiplantae	566		negative	False	ac	train
Q5EGY4	Rattus norvegicus	Metazoa	198		negative	False	aa	train
P08067	Saccharomyces cerevisiae	Fungi	215		negative	True	ab	train
P18239	Saccharomyces cerevisiae	Fungi	318		negative	True	ad	train
P53259	Saccharomyces cerevisiae	Fungi	346		negative	False	ac	train
Q9CPX8	Mus musculus	Metazoa	56		negative	True	aa	train
A0A2P1GIW3	Catharanthus roseus	Viridiplantae	320		negative	False	ad	bench
P33075	Schizosaccharomyces pombe	Fungi	220		negative	False	ae	train
Q93WX6	Arabidopsis thaliana	Viridiplantae	463		negative	False	ae	train
A0A0B5LB55	Penicillium brevicompactum	Fungi	433		negative	False	aa	bench
W8JWV8	Catharanthus roseus	Viridiplantae	378		negative	False	ab	bench
P03911	Mus musculus	Metazoa	459		negative	True	ae	bench
P07255	Saccharomyces cerevisiae	Fungi	59		negative	True	ab	train
P25573	Saccharomyces cerevisiae	Fungi	417		negative	True	aa	train
P32897	Saccharomyces cerevisiae	Fungi	222		negative	True	ab	bench
P37299	Saccharomyces cerevisiae	Fungi	77		negative	True	ad	train
P40515	Saccharomyces cerevisiae	Fungi	155		negative	False	ac	train
Q06493	Saccharomyces cerevisiae	Fungi	454		negative	False	aa	train
A2RVJ8	Arabidopsis thaliana	Viridiplantae	434		negative	False	ac	train
P07703	Saccharomyces cerevisiae	Fungi	335		negative	False	ae	train
P10964	Saccharomyces cerevisiae	Fungi	1664		negative	False	ab	train
P25582	Saccharomyces cerevisiae	Fungi	841		negative	False	ac	bench
P32529	Saccharomyces cerevisiae	Fungi	125		negative	False	ae	train
P36160	Saccharomyces cerevisiae	Fungi	344		negative	False	ac	train
P50106	Saccharomyces cerevisiae	Fungi	137		negative	False	ac	train
P53064	Saccharomyces cerevisiae	Fungi	558		negative	False	ae	bench
P53276	Saccharomyces cerevisiae	Fungi	713		negative	False	ae	train
P53734	Saccharomyces cerevisiae	Fungi	629		negative	False	ab	train
P53743	Saccharomyces cerevisiae	Fungi	316		negative	False	ad	train
Q06697	Saccharomyces cerevisiae	Fungi	393		negative	False	ae	bench
Q08096	Saccharomyces cerevisiae	Fungi	367		negative	False	ad	train
Q5D869	Arabidopsis thaliana	Viridiplantae	1976		negative	False	ac	train
Q67Y93	Arabidopsis thaliana	Viridiplantae	191		negative	False	aa	train
Q8BTQ0	Mus musculus	Metazoa	241		negative	False	ae	train
Q8CCE9	Mus musculus	Metazoa	783		negative	False	ae	train
Q8L3P4	Arabidopsis thaliana	Viridiplantae	654		negative	False	ab	train
Q8RWN0	Arabidopsis thaliana	Viridiplantae	571		negative	False	ae	train
Q91YE5	Mus musculus	Metazoa	1889		negative	False	aa	train
Q99207	Saccharomyces cerevisiae	Fungi	810		negative	False	aa	bench
Q9D8F1	Mus musculus	Metazoa	300		negative	False	ac	train
Q9FVQ1	Arabidopsis thaliana	Viridiplantae	557		negative	False	ad	train
Q9FVW4	Arabidopsis thaliana	Viridiplantae	482		negative	False	ae	bench
Q9V7P1	Drosophila melanogaster	Metazoa	506		negative	False	ab	train
Q9W088	Drosophila melanogaster	Metazoa	431		negative	False	ac	train
P10676	Drosophila melanogaster	Metazoa	1501		negative	False	ae	train
P10174	Saccharomyces cerevisiae	Fungi	60		negative	True	ab	train
P17665	Mus musculus	Metazoa	63		negative	True	ab	train
P18409	Saccharomyces cerevisiae	Fungi	493		negative	False	ad	bench
P32799	Saccharomyces cerevisiae	Fungi	129		negative	True	ac	train
P38297	Saccharomyces cerevisiae	Fungi	855		negative	False	ad	train
P39952	Saccharomyces cerevisiae	Fungi	402		negative	False	ad	train
P50110	Saccharomyces cerevisiae	Fungi	327		negative	True	ae	train
P97521	Rattus norvegicus	Metazoa	301		negative	True	ac	train
Q07914	Saccharomyces cerevisiae	Fungi	168		negative	True	aa	bench
Q9CQ69	Mus musculus	Metazoa	82		negative	True	ab	bench
Q9ZNT1	Arabidopsis thaliana	Viridiplantae	281		negative	True	ab	train
B1AXD8	Mus musculus	Metazoa	201		negative	False	ab	train
D3YXK1	Mus musculus	Metazoa	519		negative	False	ae	train
Q8I8U7	Drosophila melanogaster	Metazoa	3790		negative	False	aa	train
Q9VWF2	Drosophila melanogaster	Metazoa	2006		negative	False	ad	train
D4A1X2	Rattus norvegicus	Metazoa	885		negative	False	ab	train
P25586	Saccharomyces cerevisiae	Fungi	316		negative	False	ac	train
P38205	Saccharomyces cerevisiae	Fungi	684		negative	False	ae	bench
P38911	Saccharomyces cerevisiae	Fungi	411		negative	False	ae	train
P38961	Saccharomyces cerevisiae	Fungi	392		negative	False	ad	bench
P39985	Saccharomyces cerevisiae	Fungi	1022		negative	False	ac	train
P40362	Saccharomyces cerevisiae	Fungi	594		negative	False	ac	train
P40498	Saccharomyces cerevisiae	Fungi	721		negative	False	ac	train
P53317	Saccharomyces cerevisiae	Fungi	196		negative	False	aa	train
P53972	Saccharomyces cerevisiae	Fungi	490		negative	False	aa	train
P89105	Saccharomyces cerevisiae	Fungi	1077		negative	False	ad	bench
Q06631	Saccharomyces cerevisiae	Fungi	534		negative	False	ab	train
Q06679	Saccharomyces cerevisiae	Fungi	776		negative	False	aa	train
Q07896	Saccharomyces cerevisiae	Fungi	663		negative	False	ad	train
Q12220	Saccharomyces cerevisiae	Fungi	943		negative	False	ac	train
Q12457	Saccharomyces cerevisiae	Fungi	570		negative	False	ac	train
Q6PAC3	Mus musculus	Metazoa	445		negative	False	ac	bench
Q84MZ4	Arabidopsis thaliana	Viridiplantae	412		negative	False	ad	train
Q8VYZ5	Arabidopsis thaliana	Viridiplantae	900		negative	False	ab	train
Q9C9M6	Arabidopsis thaliana	Viridiplantae	196		negative	False	ae	train
