Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8BHN3	reviewed	GANAB_MOUSE	Neutral alpha-glucosidase AB (EC 3.2.1.207) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	Ganab G2an Kiaa0088	Mus musculus (Mouse)	944
Q8BHP7	reviewed	OLM2A_MOUSE	Olfactomedin-like protein 2A (Photomedin-1)	Olfml2a	Mus musculus (Mouse)	681
Q8BK48	reviewed	EST2E_MOUSE	Pyrethroid hydrolase Ces2e (EC 3.1.1.88) (Carboxylic ester hydrolase) (EC 3.1.1.-) (carboxylesterase 2E)	Ces2e Ces5	Mus musculus (Mouse)	559
Q8BPM6	reviewed	RIC3_MOUSE	Protein RIC-3 (Resistant to inhibitor of cholinesterase 3)	Ric3	Mus musculus (Mouse)	367
Q8BSU2	reviewed	CXL16_MOUSE	C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16)	Cxcl16 Srpsox	Mus musculus (Mouse)	246
Q8C1Q4	reviewed	METRN_MOUSE	Meteorin (Hypoxia/reoxygenation regulatory factor)	Metrn Hyrac	Mus musculus (Mouse)	291
Q8GT41	reviewed	PLA1_PLAAC	Putative invertase inhibitor (Pollen allergen Pla a 1) (allergen Pla a 1.0101)		Platanus acerifolia (London plane tree)	179
Q8GTB6	reviewed	THCAS_CANSA	Tetrahydrocannabinolic acid synthase (THCA synthase) (EC 1.21.3.7) (Delta(1)-tetrahydrocannabinolic acid synthase)	THCAS	Cannabis sativa (Hemp) (Marijuana)	545
Q8H8C7	reviewed	CEBIP_ORYSJ	Chitin elicitor-binding protein (CEBiP) (OsCEBiP) (Lysin motif-containing protein 1) (Os-LYP1)	CEBIP Os03g0133400 LOC_Os03g04110 OJ1006F06.19 OsJ_30068	Oryza sativa subsp. japonica (Rice)	356
Q8I034	reviewed	EST5A_FELCA	Carboxylesterase 5A (EC 3.1.1.1) (Carboxylesterase-like urinary excreted protein) (Cauxin)	CES5A CES7	Felis catus (Cat) (Felis silvestris catus)	545
Q8I0L5	reviewed	KA152_OLIMR	Potassium channel toxin alpha-KTx 15.2 (BmTX3) (BmTX3A)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	59
Q8ISL8	reviewed	APIM_APIME	Apisimin (Apisin subunit Apisimin) (Royal jelly protein RJP54)		Apis mellifera (Honeybee)	78
Q8IU26	reviewed	LYS_RUDPH	Invertebrate-type lysozyme (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase) (Destabilase)		Ruditapes philippinarum (Japanese carpet shell) (Venerupis philippinarum)	136
Q8IUH8	reviewed	SPP2C_HUMAN	Signal peptide peptidase-like 2C (SPP-like 2C) (SPPL2c) (EC 3.4.23.-) (Intramembrane protease 5) (IMP-5)	SPPL2C IMP5	Homo sapiens (Human)	684
Q8IVL8	reviewed	CBPO_HUMAN	Carboxypeptidase O (CPO) (EC 3.4.17.-)	CPO	Homo sapiens (Human)	374
Q8J0K5	reviewed	XYNB_TALFU	Endo-1,4-beta-xylanase B (Xylanase B) (EC 3.2.1.8) (1,4-beta-D-xylan xylanohydrolase B)	xynB	Talaromyces funiculosus (Fruitlet core rot fungus) (Penicillium funiculosum)	282
Q8JFY4	reviewed	GHRL_ANGJA	Ghrelin (Ghrelin-21)	ghrl	Anguilla japonica (Japanese eel)	111
Q8L5C6	reviewed	XIP1_WHEAT	Xylanase inhibitor protein 1 (XIP-1) (XIP-I) (Class III chitinase homolog)	XIPI	Triticum aestivum (Wheat)	304
Q8L5J1	reviewed	MAN4_SOLLC	Mannan endo-1,4-beta-mannosidase 4 (EC 3.2.1.78) (Beta-mannanase 4) (Endo-beta-1,4-mannanase 4) (LeMAN4a) (LeMAN4i)	MAN4	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	399
Q8MLZ7	reviewed	IDGF3_DROME	Chitinase-like protein Idgf3 (Imaginal disk growth factor protein 3)	Idgf3 CG4559	Drosophila melanogaster (Fruit fly)	441
Q8MM24	reviewed	IDGF1_DROME	Chitinase-like protein Idgf1 (Imaginal disk growth factor protein 1)	Idgf1 CG4472	Drosophila melanogaster (Fruit fly)	439
Q8MMH3	reviewed	ARMT1_PIMHY	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1) (Venom protein 2)	vpr2	Pimpla hypochondriaca (Parasitoid wasp)	488
Q8MMJ7	reviewed	NDB41_OPIMA	Cytotoxic linear peptide IsCT (IsCT1) (Non-disulfide-bridged peptide 4.1) (NDBP-4.1) (Non-disulfide-bridged peptide 5.2) (NDBP-5.2) [Cleaved into: Cytotoxic linear peptide IsCTf]		Opisthacanthus madagascariensis (Scorpion)	68
Q8MP06	reviewed	SNO1_TYRJA	Senecionine N-oxygenase (SNO) (EC 1.14.13.101)	sno1	Tyria jacobaeae (Cinnabar moth)	456
Q8MTX2	reviewed	NDB42_OPIMA	Cytotoxic linear peptide IsCT2 (Non-disulfide-bridged peptide 4.2) (NDBP-4.2) (Non-disulfide-bridged peptide 5.3) (NDBP-5.3) [Cleaved into: Cytotoxic linear peptide IsCT2f]		Opisthacanthus madagascariensis (Scorpion)	71
Q8N0W4	reviewed	NLGNX_HUMAN	Neuroligin-4, X-linked (Neuroligin X) (HNLX)	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701	Homo sapiens (Human)	816
Q8N126	reviewed	CADM3_HUMAN	Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1)	CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258	Homo sapiens (Human)	398
Q8N441	reviewed	FGRL1_HUMAN	Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (FGF homologous factor receptor) (FGFR-like protein) (Fibroblast growth factor receptor 5) (FGFR-5)	FGFRL1 FGFR5 FHFR UNQ480/PRO943	Homo sapiens (Human)	504
Q8N474	reviewed	SFRP1_HUMAN	Secreted frizzled-related protein 1 (FRP-1) (sFRP-1) (Secreted apoptosis-related protein 2) (SARP-2)	SFRP1 FRP FRP1 SARP2	Homo sapiens (Human)	314
Q8N4F0	reviewed	BPIB2_HUMAN	BPI fold-containing family B member 2 (Bactericidal/permeability-increasing protein-like 1) (BPI-like 1) (Long palate, lung and nasal epithelium carcinoma-associated protein 2) (RYSR)	BPIFB2 BPIL1 C20orf184 LPLUNC2 UNQ2489/PRO5776	Homo sapiens (Human)	458
Q8N6C8	reviewed	LIRA3_HUMAN	Leukocyte immunoglobulin-like receptor subfamily A member 3 (CD85 antigen-like family member E) (Immunoglobulin-like transcript 6) (ILT-6) (Leukocyte immunoglobulin-like receptor 4) (LIR-4) (Monocyte inhibitory receptor HM43/HM31) (CD antigen CD85e)	LILRA3 ILT6 LIR4	Homo sapiens (Human)	439
Q8N6Q3	reviewed	CD177_HUMAN	CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177)	CD177 NB1 PRV1 UNQ595/PRO1181	Homo sapiens (Human)	437
Q8N766	reviewed	EMC1_HUMAN	ER membrane protein complex subunit 1	EMC1 KIAA0090 PSEC0263	Homo sapiens (Human)	993
Q8NAC3	reviewed	I17RC_HUMAN	Interleukin-17 receptor C (IL-17 receptor C) (IL-17RC) (Interleukin-17 receptor homolog) (IL17Rhom) (Interleukin-17 receptor-like protein) (IL-17RL) (ZcytoR14)	IL17RC UNQ6118/PRO20040/PRO38901	Homo sapiens (Human)	791
Q8NBI3	reviewed	DRAXI_HUMAN	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neucrin)	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268	Homo sapiens (Human)	349
Q8NBJ9	reviewed	SIDT2_HUMAN	SID1 transmembrane family member 2	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325	Homo sapiens (Human)	832
Q8NBK3	reviewed	SUMF1_HUMAN	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1 PSEC0152 UNQ3037/PRO9852	Homo sapiens (Human)	374
Q8NBL1	reviewed	PGLT1_HUMAN	Protein O-glucosyltransferase 1 (EC 2.4.1.376) (CAP10-like 46 kDa protein) (hCLP46) (KTEL motif-containing protein 1) (Myelodysplastic syndromes relative protein) (O-glucosyltransferase Rumi homolog) (hRumi) (Protein O-xylosyltransferase POGLUT1) (EC 2.4.2.63)	POGLUT1 C3orf9 CLP46 KTELC1 MDSRP MDS010 UNQ490/PRO1006	Homo sapiens (Human)	392
Q8NBP7	reviewed	PCSK9_HUMAN	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692
Q8NC67	reviewed	NETO2_HUMAN	Neuropilin and tolloid-like protein 2 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 2)	NETO2 BTCL2 UNQ1926/PRO4401	Homo sapiens (Human)	525
Q8NCC3	reviewed	PAG15_HUMAN	Lysosomal phospholipase A and acyltransferase (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (EC 3.1.1.5) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2) (Phospholipase A2 group XV) (PLA2G15)	PLA2G15 LYPLA3 UNQ341/PRO540	Homo sapiens (Human)	412
Q8NHP8	reviewed	PLBL2_HUMAN	Putative phospholipase B-like 2 (EC 3.1.1.-) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative phospholipase B-like 2 32 kDa form; Putative phospholipase B-like 2 45 kDa form]	PLBD2	Homo sapiens (Human)	589
Q8NI17	reviewed	IL31R_HUMAN	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17)	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)	732
Q8QG87	reviewed	PA2A_BOTIN	Acidic phospholipase A2 BITP01A (svPLA2) (EC 3.1.1.4) (BinTX-I) (Phosphatidylcholine 2-acylhydrolase)		Bothrops insularis (Golden lancehead) (Lachesis insularis)	138
Q8QGR0	reviewed	3SIM7_DENAN	Muscarinic toxin 7 (MT-7) (MT7) (Muscarinic toxin 1) (m1-toxin)		Dendroaspis angusticeps (Eastern green mamba) (Naja angusticeps)	86
Q8RUW5	reviewed	SCP8_ARATH	Serine carboxypeptidase-like 8 (Protein SINAPOYLGLUCOSE ACCUMULATOR 1) (Sinapoylglucose--malate O-sinapoyltransferase) (SMT) (EC 2.3.1.92) (Sinapoylglucose--sinapoylglucose O-sinapoyltransferase) (EC 2.3.1.103)	SCPL8 SMT SNG1 At2g22990 F21P24.5 T20K9.18	Arabidopsis thaliana (Mouse-ear cress)	433
Q8SPQ0	reviewed	CH3L1_CAPHI	Chitinase-3-like protein 1 (BP40) (Mammary gland protein 40) (MGP-40)	CHI3L1	Capra hircus (Goat)	383
Q8SXL2	reviewed	CCHA2_DROME	Neuropeptide CCHamide-2	CCHa2 CG14375	Drosophila melanogaster (Fruit fly)	136
Q8T1G4	reviewed	LYSA_DICDI	Lysozyme A (EC 3.2.1.n3) (1,4-beta-N-acetylmuramidase A)	alyA DDB_G0275123	Dictyostelium discoideum (Social amoeba)	181
Q8TC27	reviewed	ADA32_HUMAN	Disintegrin and metalloproteinase domain-containing protein 32 (ADAM 32)	ADAM32 UNQ5982/PRO21340	Homo sapiens (Human)	787
Q8TCT7	reviewed	SPP2B_HUMAN	Signal peptide peptidase-like 2B (SPP-like 2B) (SPPL2b) (EC 3.4.23.-) (Intramembrane protease 4) (IMP-4) (Presenilin homologous protein 4) (PSH4) (Presenilin-like protein 1)	SPPL2B IMP4 KIAA1532 PSL1	Homo sapiens (Human)	592
Q8TCT8	reviewed	SPP2A_HUMAN	Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a) (EC 3.4.23.-) (Intramembrane protease 3) (IMP-3) (Presenilin-like protein 2)	SPPL2A IMP3 PSL2 PSEC0147	Homo sapiens (Human)	520
Q8TD06	reviewed	AGR3_HUMAN	Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)	AGR3 BCMP11 PDIA18 UNQ642/PRO1272	Homo sapiens (Human)	166
Q8TDQ1	reviewed	CLM1_HUMAN	CMRF35-like molecule 1 (CLM-1) (CD300 antigen-like family member F) (Immune receptor expressed on myeloid cells 1) (IREM-1) (Immunoglobulin superfamily member 13) (IgSF13) (NK inhibitory receptor) (CD antigen CD300f)	CD300LF CD300F CLM1 IGSF13 IREM1 NKIR UNQ3105/PRO10111	Homo sapiens (Human)	290
Q8VCS0	reviewed	PGRP2_MOUSE	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L) (TagL)	Pglyrp2 Pglyrpl Pgrpl	Mus musculus (Mouse)	530
Q8VCT4	reviewed	EST1D_MOUSE	Carboxylesterase 1D (Carboxylesterase 3) (EC 3.1.1.1, EC 3.1.1.67) (Fatty acid ethyl ester synthase) (FAEE synthase) (Triacylglycerol hydrolase) (TGH)	Ces1d Ces1 Ces3	Mus musculus (Mouse)	565
Q8WML4	reviewed	MUC1_BOVIN	Mucin-1 (MUC-1) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	MUC1	Bos taurus (Bovine)	580
Q8WMP9	reviewed	PAG15_BOVIN	Lysosomal phospholipase A and acyltransferase (EC 2.3.1.-) (EC 3.1.1.32) (EC 3.1.1.4) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (EC 3.1.1.5) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2) (Phospholipase A2 group XV)	PLA2G15 LYPLA3	Bos taurus (Bovine)	407
Q8WP90	reviewed	PBGP9_SOLIN	Pheromone-binding protein Gp-9 (PBP) (Putative odorant-binding protein Gp-9)	Gp-9	Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	153
Q8WPJ2	reviewed	MANA_MYTED	Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78) (Beta-mannanase) (Endo-beta-1,4-mannanase) (Man5A) (ManA)		Mytilus edulis (Blue mussel)	367
Q8WUJ3	reviewed	CEMIP_HUMAN	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization)	CEMIP HYBID KIAA1199	Homo sapiens (Human)	1361
Q8WWA0	reviewed	ITLN1_HUMAN	Intelectin-1 (ITLN-1) (Endothelial lectin HL-1) (Galactofuranose-binding lectin) (Intestinal lactoferrin receptor) (Omentin)	ITLN1 INTL ITLN LFR UNQ640/PRO1270	Homo sapiens (Human)	313
Q8WXF3	reviewed	REL3_HUMAN	Relaxin-3 (Insulin-like peptide INSL7) (Insulin-like peptide 7) (Prorelaxin H3) [Cleaved into: Relaxin-3 B chain; Relaxin-3 A chain]	RLN3 INSL7 RXN3 ZINS4 UNQ6188/PRO20213	Homo sapiens (Human)	142
Q8WZI8	reviewed	FAEB_ASPNG	Feruloyl esterase B (EC 3.1.1.73) (Cinnamoyl esterase) (CinnAE) (FAE-I) (Ferulic acid esterase B) (FAEB)	faeB	Aspergillus niger	521
Q8X150	reviewed	MNLOX_GAETR	Manganese lipoxygenase (Mn-LO) (MnLOX) (EC 1.13.11.-) (EC 1.13.11.45) (Linoleate 11S-lipoxygenase) (Linoleate 13R-lipoxygenase) (Manganese 13R-lipoxygenase) (13R-MnLOX)		Gaeumannomyces tritici (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)	618
Q90249	reviewed	PA2H1_BOTJR	Basic phospholipase A2 homolog bothropstoxin-I (Bothropstoxin I) (BthTx-I) (BtxtxI) (svPLA2 homolog) (BOJU-I) (Myotoxic phospholipase A2-like) (Phospholipase A2 homolog 1)		Bothrops jararacussu (Jararacussu)	137
Q90611	reviewed	MMP2_CHICK	72 kDa type IV collagenase (EC 3.4.24.24) (72 kDa gelatinase) (Gelatinase A) (Matrix metalloproteinase-2) (MMP-2)	MMP2	Gallus gallus (Chicken)	663
Q90935	reviewed	NEUS_CHICK	Neuroserpin (Axonin-2) (Peptidase inhibitor 12) (PI-12) (Serpin I1)	SERPINI1 PI12	Gallus gallus (Chicken)	410
Q90W39	reviewed	PA2BT_PROMU	Basic phospholipase A2 trimucrotoxin (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (TMV-D49-PLA2)		Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus)	138
Q90WJ8	reviewed	AJL2_ANGJA	Lactose-binding lectin l-2 (Ajl-2)	l-2	Anguilla japonica (Japanese eel)	166
Q91XA9	reviewed	CHIA_MOUSE	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL)	Chia Chia1	Mus musculus (Mouse)	473
Q91XZ2	reviewed	PCDB8_MOUSE	Protocadherin beta-8 (PCDH-beta-8)	Pcdhb8	Mus musculus (Mouse)	779
Q91XZ4	reviewed	PCDB6_MOUSE	Protocadherin beta-6 (PCDH-beta-6)	Pcdhb6	Mus musculus (Mouse)	772
Q924B5	reviewed	TX101_RAT	Testis-expressed protein 101 (Lipid raft-associated glycoprotein TEC-21)	Tex101	Rattus norvegicus (Rat)	250
Q92563	reviewed	TICN2_HUMAN	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306	Homo sapiens (Human)	424
Q92583	reviewed	CCL17_HUMAN	C-C motif chemokine 17 (CC chemokine TARC) (Small-inducible cytokine A17) (Thymus and activation-regulated chemokine)	CCL17 SCYA17 TARC	Homo sapiens (Human)	94
Q92643	reviewed	GPI8_HUMAN	GPI-anchor transamidase (EC 2.6.1.-) (GPI-anchor transamidase component PIGK, catalytic subunit) (GPI8 homolog) (hGPI8) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K)	PIGK GPI8	Homo sapiens (Human)	395
Q92765	reviewed	SFRP3_HUMAN	Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1)	FRZB FIZ FRE FRP FRZB1 SFRP3	Homo sapiens (Human)	325
Q92956	reviewed	TNR14_HUMAN	Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270)	TNFRSF14 HVEA HVEM UNQ329/PRO509	Homo sapiens (Human)	283
Q94734	reviewed	NP4_RHOPR	Nitrophorin-4 (NP4) (EC 1.7.6.1) (Nitrite dismutase)		Rhodnius prolixus (Triatomid bug)	205
Q949Y3	reviewed	PPA26_ARATH	Bifunctional purple acid phosphatase 26 [Includes: Acid phosphatase (EC 3.1.3.2); Peroxidase (EC 1.11.1.7)]	PAP26 At5g34850 T5E15.10	Arabidopsis thaliana (Mouse-ear cress)	475
Q94EG3	reviewed	NEC1_NICLS	Nectarin-1 (EC 1.15.1.1) (Superoxide dismutase [Mn])	NECI	Nicotiana langsdorffii x Nicotiana sanderae (Ornamental tobacco)	229
Q94K85	reviewed	CATB3_ARATH	Cathepsin B-like protease 3 (EC 3.4.22.-) (Cathepsin B3) (AtCathB3)	CATHB3 At4g01610 T15B16.17a	Arabidopsis thaliana (Mouse-ear cress)	359
Q95460	reviewed	HMR1_HUMAN	Major histocompatibility complex class I-related protein 1 (MHC class I-related protein 1) (Class I histocompatibility antigen-like protein)	MR1	Homo sapiens (Human)	341
Q95JC9	reviewed	PRP_PIG	Basic proline-rich protein [Cleaved into: Proline-rich peptide SP-B-like (PRP-SP-B-like); Proline-rich peptide SP-A (PRP-SP-A); Proline-rich peptide SP-B (PRP-SP-B); Parotid hormone (PH-Ab)]		Sus scrofa (Pig)	676
Q95M17	reviewed	CHIA_BOVIN	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Chitin-binding protein b04) (CBPb04)	CHIA	Bos taurus (Bovine)	472
Q95P90	reviewed	LV1B_OLIMR	HMG-CoA reductase inhibitor bumarsin (JCH2) (Lipolysis-activating peptide 1-beta chain) (BmLVP1-beta) (LVP1-beta) (Neurotoxin KITx) (BmKITx) (Putative toxin BmKTXLP2)		Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	94
Q96318	reviewed	CRU3_ARATH	12S seed storage protein CRC (Cruciferin 3) (AtCRU3) (Cruciferin C) (Legumin-type globulin Cruciferin1) (Legumin-type globulin storage protein CRU1) [Cleaved into: 12S seed storage protein CRC alpha chain (12S seed storage protein CRC acidic chain); 12S seed storage protein CRC beta chain (12S seed storage protein CRC basic chain)]	CRC CRU1 CRU3 At4g28520 F20O9.210	Arabidopsis thaliana (Mouse-ear cress)	524
Q966V2	reviewed	SPRM_HALRO	Spermosin (EC 3.4.21.99) [Cleaved into: Spermosin L1 light chain; Spermosin L2 light chain; Spermosin heavy chain]		Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	388
Q968Z6	reviewed	PSIA_DICDI	Protein psiA (Prespore-cell-inducing factor A)	psiA DDB_G0291982	Dictyostelium discoideum (Social amoeba)	557
Q969H8	reviewed	MYDGF_HUMAN	Myeloid-derived growth factor (MYDGF)	MYDGF C19orf10	Homo sapiens (Human)	173
Q969J5	reviewed	I22R2_HUMAN	Interleukin-22 receptor subunit alpha-2 (IL-22 receptor subunit alpha-2) (IL-22R-alpha-2) (IL-22RA2) (Cytokine receptor class-II member 10) (Cytokine receptor family 2 member 10) (CRF2-10) (Cytokine receptor family type 2, soluble 1) (CRF2-S1) (Interleukin-22-binding protein) (IL-22BP) (IL22BP) (ZcytoR16)	IL22RA2 UNQ5793/PRO19598/PRO19822	Homo sapiens (Human)	263
Q969N2	reviewed	PIGT_HUMAN	GPI-anchor transamidase component PIGT (Phosphatidylinositol-glycan biosynthesis class T protein)	PIGT CGI-06 PSEC0163 UNQ716/PRO1379	Homo sapiens (Human)	578
Q969P0	reviewed	IGSF8_HUMAN	Immunoglobulin superfamily member 8 (IgSF8) (CD81 partner 3) (Glu-Trp-Ile EWI motif-containing protein 2) (EWI-2) (Keratinocytes-associated transmembrane protein 4) (KCT-4) (LIR-D1) (Prostaglandin regulatory-like protein) (PGRL) (CD antigen CD316)	IGSF8 CD81P3 EWI2 KCT4	Homo sapiens (Human)	613
Q969Z4	reviewed	TR19L_HUMAN	Tumor necrosis factor receptor superfamily member 19L (Receptor expressed in lymphoid tissues)	RELT TNFRSF19L	Homo sapiens (Human)	430
Q96AP7	reviewed	ESAM_HUMAN	Endothelial cell-selective adhesion molecule	ESAM UNQ220/PRO246	Homo sapiens (Human)	390
Q96BF3	reviewed	TMIG2_HUMAN	Transmembrane and immunoglobulin domain-containing protein 2 (CD28 homolog) (Immunoglobulin and proline-rich receptor 1) (IGPR-1)	TMIGD2 CD28H IGPR1 UNQ3059/PRO9879	Homo sapiens (Human)	282
Q96BY9	reviewed	SARAF_HUMAN	Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (HBV X-transactivated gene 3 protein) (HBV XAg-transactivated protein 3) (Protein FOAP-7) (Transmembrane protein 66)	SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499	Homo sapiens (Human)	339
Q96DR8	reviewed	MUCL1_HUMAN	Mucin-like protein 1 (Protein BS106) (Small breast epithelial mucin)	MUCL1 SBEM UNQ590/PRO1160	Homo sapiens (Human)	90
Q96DU3	reviewed	SLAF6_HUMAN	SLAM family member 6 (Activating NK receptor) (NK-T-B-antigen) (NTB-A) (CD antigen CD352)	SLAMF6 KALI UNQ6123/PRO20080	Homo sapiens (Human)	332
Q96F46	reviewed	I17RA_HUMAN	Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217)	IL17RA IL17R	Homo sapiens (Human)	866
Q96FE7	reviewed	P3IP1_HUMAN	Phosphoinositide-3-kinase-interacting protein 1 (PI3K-interacting protein 1) (Kringle domain-containing protein HGFL)	PIK3IP1 HGFL	Homo sapiens (Human)	263
Q96HE7	reviewed	ERO1A_HUMAN	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic oxidoreductin-1-like protein) (Endoplasmic reticulum oxidoreductase alpha) (Oxidoreductin-1-L-alpha)	ERO1A ERO1L UNQ434/PRO865	Homo sapiens (Human)	468
Q96HF1	reviewed	SFRP2_HUMAN	Secreted frizzled-related protein 2 (FRP-2) (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1)	SFRP2 FRP2 SARP1 FKSG12 UNQ361/PRO697	Homo sapiens (Human)	295
Q96LA5	reviewed	FCRL2_HUMAN	Fc receptor-like protein 2 (FcR-like protein 2) (FcRL2) (Fc receptor homolog 2) (FcRH2) (IFGP family protein 4) (Immunoglobulin receptor translocation-associated protein 4) (SH2 domain-containing phosphatase anchor protein 1) (CD antigen CD307b)	FCRL2 FCRH2 IFGP4 IRTA4 SPAP1 UNQ9236/PRO31998	Homo sapiens (Human)	508
Q96PD4	reviewed	IL17F_HUMAN	Interleukin-17F (IL-17F) (Cytokine ML-1)	IL17F	Homo sapiens (Human)	163
Q96PD5	reviewed	PGRP2_HUMAN	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	PGLYRP2 PGLYRPL PGRPL UNQ3103/PRO10102	Homo sapiens (Human)	576
Q96RQ9	reviewed	OXLA_HUMAN	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (EC 1.4.3.25) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (hIL4I1) (Protein Fig-1) (hFIG1)	IL4I1 FIG1 UNQ636/PRO1265	Homo sapiens (Human)	567
Q96TU3	reviewed	INU1_ASPAW	Extracellular exo-inulinase (EC 3.2.1.80)	inu1	Aspergillus awamori (Black koji mold)	537
Q99217	reviewed	AMELX_HUMAN	Amelogenin, X isoform	AMELX AMG AMGX	Homo sapiens (Human)	191
Q99372	reviewed	ELN_RAT	Elastin (Tropoelastin)	Eln	Rattus norvegicus (Rat)	870
Q99435	reviewed	NELL2_HUMAN	Protein kinase C-binding protein NELL2 (NEL-like protein 2) (Nel-related protein 2)	NELL2 NRP2	Homo sapiens (Human)	816
Q99467	reviewed	CD180_HUMAN	CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180)	CD180 LY64 RP105	Homo sapiens (Human)	661
